6,"Judicial Review of Challenged Information",,,,,,"41-9-645",,,,"12.62.170(c)",,,,,,,,,,,,"Pen. Code 11126",,,,,,,,,,"24-72-307",,,,,"11-1448A",,,,,,,,,,,,"35-3-37(c); Reg. 140-2-.10",,,,9.20E-010,,"9-342",,,,,,,,,,,,,,,,,,,,,,,"692.5; Regs. 661-11.6",,,,,,"17.150(5); Reg. 502 KAR 30:070, Sec. (6)",,,,"Reg. LAC 1-18:4(14)",,,,"16-620(4)",,"27-753(c), Reg. 12.15.01.05, .07",,,,,,"6-176",,,,,,,,,,,"13.04, Subd. 4; 14-63 et seq.",,,"45-27-11",,,,,,,,,,,,,,,,,,,,"29-10-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reg. 257-10-035(5)",,,,,,,"18-9152(e)",,"Act 16",,,,,,,,"Reg. 2:02:05:01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9-192",,,"43.43.730",,,,,,,,,,,,,,"7-19-109"
7,"Purging Nonconviction Information",,,,,,"41-9-625",,,,"12.62.190",,,,,,,,,,,,"Pen. Code 851.8; H. & S. Code 11361.5",,,,,,,,,,,,,"54-142a",,"11-8506(c)",,,,,,,,"943.0585; Reg. 11C-7",,,,"35-3-37(c)",,,,"831-3.2; 853-1(e)",,"67-2912",,,"20-2605/55(a); 20-2630/5",,,,,,,,,,,,,,,,"35-38-5-1",,,,"692.16, .17",,,,,,,,,,"15:586; 44:9",,,,,,"27-736, 737",,,,,,"6-175; Reg. 803 CMR 6.07(3)",,,,,,,28.243,,,,"152.18; 299C.11 ",,,"45-27-9(2), (4)",,"610.123, 124, 125, 126",,,,"44-5-202(8), 212",,,,,"179A.075.3c; 179A.160",,,"Reg. 3.D",,,,,,"30-31-28; 32A-2-26; 32A-3B-21, 26; 32A-20-1",,,,,"CPL 160.50; Family Court Act § 354.1",,,,,,,,,,"15A-146; Reg. NCAC 4F.0501, .0502",,,,,,,,,,,,"109.60; 2951.04.1",,,,"22-18, 19; 22-305.4, 991C",,,,,137.225,,,,,,,"18-9122",,,,,"""12-1-12""",,"17-1-40; Reg. 73-27",,,"23-6-8.1; Reg. 2:02:03:02, 05",,,,,"40-15-106; 40-32-101",,,,,,,,,,,,,"Code of Crim. Proc. Art. 55.01",,,,,,,,"53-5-214(4); 77-18-9",,,,,,"Reg. 10.10",,,,,,,,,"9-190",,,"10.97.060; Reg. WAC 446-20-110",,,,,,,,,,"15-2-24(h)",,"165.84(1)",,
8,"Purging Conviction Information",,,,,,,,,,"12.62.190",,,"8-247",,,,,,,,,"Pen. Code 1203.45; H. & S. Code 11361.5",,,,,,,,,,,,,"54-142a",,"11-8506(c)",,,,,,,,"943.0585; Reg. 11C-7",,,,"35-3-37(c)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.9,,,,,,,,,,,,,,,,,,,,,,"6-175; Reg. 803 CMR 6.07(3)",,,,,,,,,,,"152.18; 364.04",,,"45-27-9(10), 11",,,,,,"44-5-202(8), 212",,,,,"179A.160",,,"Reg. 3.D",,,,,,,,,,,"CPL 160.55; Family Court Act § 354.1",,,,,,,,,,"15A-145; 90-96; Reg. NCAC 4F.0501, .0502",,,,,,,,,,,,,,,,"22-991C; 63-2-410",,,,,137.225,,,,,,,"18-9122",,"Act 8",,,,,"22-5-910; 56-5-750(G); Reg. 73-27",,,"23-6-8.1; Reg. 2:02:03:02, 05",,,,,,,,,,,,,,,,,,,,,,,,,,"77-18-9",,,,,,"Reg. 10.10",,,,,,,,,,,,"9.94A.230; 10.97.060",,,,,,,,,,,,,,"7-13-301; 35-7-1037"
9,"Sealing Nonconviction Information",,,,,,,,,,"12.62.180(b)",,,"13-4051",,,,,,"16-90-904, 905",,,"Pen. Code 851.8, .85",,,,,,,,,,"24-72-308",,,"29-16; 54-142a",,"""11-4372""",,,,,"SCR-Crim. 118",,,"943.059; Reg. 11C-7",,,,"42-8-62",,,,"831-3.2",,,,,"20-2630/5",,,,,,,,,,,,,,,,"35-38-5-1",,,,,,,,,,17.142,,,,"""44:9""",,,,,,,,,,,,"276-100A, B, C; Reg. 803 CMR 7.02",,,,,,,"333.7411; 750.350a(4); 762.14; 769.4a",,,,"152.18; 299C.11",,,,,"610.100, 105, 120",,,,"44-5-202(8)",,,,,"179.255, .275",,,,,,"2C:36A-1, :52-6",,,"30-31-28; 32A-2-26",,,,,"CPL 160.50(1)(c), 170.56, 720.15",,,,,,,,,,,,,,,,,,,,,,,,,,"22-18, 19, 991C; 63-2-410",,,,,"137.225(1)(b)",,,,,,,,,,,,"12-1-12.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77-18-9",,,,,,"Reg. 10.10",,,,,,,,,"9-190; 19.2-392.2; Reg. 2.6",,,"13.50.050",,,,,,,,,,,,,,
10,"Sealing Conviction Information",,,,,,,,,,"12.62.180(b)",,,"13-907",,,,,,"16-90-904, 905",,,"Pen. Code 1203.45",,,,,,,,,,"24-72-308",,,"54-142a, 142b",,,,,,,"33-541(e); SCR-Crim.118, Crim. 32(g)",,,"943.059; Reg. 11C-7",,,,,,,,"712-1256; 831-3.1",,,,,,,,,,,,,,,,,,,,,"35-38-5-5",,,,907.9,,,"12-4516; 21-4619",,,,,,,"""44:9""",,,,,,,,,,,,"94C-34; 127-152; 276-100A, B, C; Reg. 803 CMR 7.02",,,,,,,"712A.18e; 780.623",,,,"242.31; 364.04; 609.166 through 168; 638.02, Subd. 3-5",,,,,"610.106, 120",,,,"46-18-204",,,,,"179.245, .275; 453.336",,,"318-B:28-a; 651:5",,,"2C:52-2, 3, 4, 5",,,,,,,,"CPL 160.55(1)(c), 720.15",,,,,,,,,,,,,,,,,,,,,,2953.32,,,,"22-18, 19, 991C; 63-2-410",,,,,"137.225(1)(a)",,,,,,,,,,,,"12-1.3-2",,,,,"23A-27-14, 17",,,,,,,,,,,,,,,,,,,,,,,,,,"77-18-9",,,,,,"Reg. 10.10",,,,,,,,,,,,"13.50.050",,,,,,,,,,,,,,
11,"Removal of Disqualifications",,,,,,,,,,,,,"13-905 through 912",,,,,,,,,"Pen. Code 851.8, 1203.4, .4a, .45",,,,,,,,,,"24-72-308",,,,,,,,,,,,,943.0585,,,,"42-9-1 et seq.",,,,"712-1255; 853-1",,"18-3316",,,,,,,,,,,,,,,,,,,,,,,,,,"12-4516(e); 21-4619; 22-3722;",,,,,,,"""44:9""",,,,,,"27-641; 27-735 through 741",,,,,,"276-100A, C",,,,,,,,,,,"152.18; 242.31; 364.03",,,,,,,,,,,,,,,,,27.1284722222222,,,"2C:52-27",,,"30-31-28; 32A-2-26; 32A-3B-21",,,,,"CPL 720.35(1)",,,,,,,,,,,,,,,,,,,,,,"2951.04.1; 2953.33(A)",,,,"22-18, 19; 63-2-410",,,,,137.225,,,,,,,,,,,,"12-1.3-4",,,,,"23A-27-14, 17",,,,,"40-35-313(b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Right to State Nonexistence of Record",,,,,,,,,,"12.62.180(d)",,,,,,,,,"16-90-902",,,"Pen. Code 851.8, 1203.45; Lab. Code 432.7",,,,,,,,,,"24-72-308",,,"54-142a",,,,,,,"33.541(e)",,,943.0585,,,,,,,,"712-1256; 831-3.2(b)(e)",,,,,"20-2630/7",,,,,,,,,,,,,,,,,,,,,,,"12-4516(e)",,,,,,,,,,,"16-618",,"27-641, 739, 740",,,,,,"94C-34; 127-152; 151B-4(a); 276-100A, C",,,,,,,"37.2205a",,,,"152.18, Subd. 2",,,,,610.11,,,,,,,,,179.285,,,27.1284722222222,,,"2C:52-27",,,"30-31-28; 32A-2-26; 32A-3B-21",,,,,"CPL 160.30, .60, 170.56(4)",,,,,,,,,,"15A-145, 146; 90-96",,,,,,,,,,,,"2953.33(B)",,,,"22-18, 19; 63-2-410",,,,,"137.225(3)",,,,,,,,,,,,"12-1.3-4",,,,,"23A-27-14, 17 (Exceptions: 23A-27-14.1, 23-3-42)",,,,,"40-35-313(b)",,,,,,,,,,,,,"Code of Crim. Proc. Art. 55.03",,,,,,,,"77-18-9",,,,,,"Reg. 6.20",,,,,,,,,"19.2-392.4",,,"10.97.030(8)",,,,,,,,,,,,,,
13,"Research Access",,,,,,"Reg. 003",,,,"12.62.160(b)(7)",,,,,,,,,"12-12-1010",,,"Pen. Code 13202",,,,,,,,,,,,,"54-142m",,"11-8513, 8514, 8516, 8521",,,,,,,,"943.057; Reg. 11C-6",,,,"33-3-38(8); Reg. 140-2-.04(1)(f)",,,,"846-9(4)",,,,,,,,,,,,,,,,,,,,,,,,,"692.4, .7(1)",,,,,,17.15,,,,,,,,"16-613(4)",,"27-749; Reg. 12.15.01.12",,,,,,"6-173; Reg. 803 CMR 8.00 - 8.03, 703(1)(b)",,,,,,,,,,,13.03,,,,,,,,,"44-5-304",,,,,"179A.075.2a, .6; 179A.100.5a, .175",,,"Reg. 3.B.7",,,"NJAC 13:59-1.6(e)",,,"29-10-6(B)",,,,,"Exec. Law § 837(4)",,,,,,,,,,"Reg. NCAC 4F.0407, .0408",,,,,,,,,"12-60-16.3 and Administrative Rules",,,,,,,,,,,,"Reg. 257-10-030",,,,,,,,,"Reg. 8(c)(3)",,,,,"Reg. 73-24D.",,,"23A-27-13.1, 16",,,,,,,,,,,,,,,,,,,,,,,,,,"53-5-214(2)",,,,,,"Reg. 8.90",,,,,,,,,"19.2-389",,,"10.97.050(6); Reg. WAC 446-20, 190, 420",,,,,,,,,,,,"19.35(1)",,"7-19-106(a)(r)"
14,"Accuracy and Completeness",,,,,,,,,,,,,,,,,,,"12-12-210, 1004, 1013",,,,,,,,,,,,,,,,"54-142h(b)",,,,,,,,,,,,,,"Reg. 140-2-.03; 1975 Atty. Gen. Op. No. 75-110",,,,,,,,,,,,,,,,,,,,,,,,,"5-2-5-10",,,,,,,,,,"17.150(6)",,,,"15:579; Reg. LAC 1-18:5",,,,,,"Reg. 12.15.01.09; Court Rule 1218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reg. NCAC 4F.0201, .0202",,,,,,,,,,,,,,,,,,,,,"181.511(1)(b), (c), .521",,,,,,,,,,,,,,,,,"Reg. 2:02:02:01, 2:02:04:01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reg. 6.30(1)",,,,,,,,,"9-191; Reg. 2.2",,,,,,,,,,,,,,,,,
,"14.1 Disposition Reporting Requirements",,,,,,"41-9-622, 648",,,,"12.62.120",,,"41-1751; 41-2205.B",,,,,,"12-12-209, 1007",,,"Pen. Code 11107, 11115, 13150, 13151, 13152",,,,,,,,,,"24-32-412(3)",,,"29-11, 13",,"11-8506, 8507, 8508, 8509, 8510, 8511",,,,,"4-132, 134",,,"943.052; Reg. 11C-4",,,,"17-4-27; 35-3-36; 42-8-62; Reg. 140-2-.03",,,,"846-3, 5",,"67-2912",,,"20-2630/2.1",,,,,,,,,,,,,,,,"5-2-5-3; 10-1-1-15, 18; 10-1-2.5-4",,,,"692.15, .21; Regs. 661-11.9, .10",,,"21-2501; 22-4705(a); Reg. 10-10-2, 3, 4",,,"17.110, .150(1), .152, .1521",,,,"15:580, 591; Reg. LAC 1-18:5",,,,"25-1542-A, 1544, 1547",,"12.15.01.09; 27-747, 748; Court Rule 1218",,,,,,"127-23, 27; 263-1A",,,,,,,"28.243; 712A.11, .18; 769.1, .16a",,,,"299C.06, .10 through .14, .17",,,"45-27-9",,"43.503; Reg. CSR 30-4.040, .050",,,,"44-2-206; 44-5-202, 213",,,"29-209, 3516",,"179A.075.3",,,"106-B:14, 14-a",,,"53:1-13, 14, 15, 18, 20.1, 20.2",,,"29-3-1, 3, 8",,,,,"CPL 160.20; Exec. Law § 837(4), 837-b, c; Family Court Act §§ 306.1(4), 354.1",,,,,,,,,,"15A-502, 1382; Reg. NCAC 4F.0302",,,,,,,,,"12-60-16.2",,,"109.57(A), .61",,,,"74-150.10, .12",,,,,"181.511, .521, .530",,,,,,,"18-9112, 9113; 61-2173, 2174",,"Act 1; Reg. 6",,,"12-1-9, 10, 11",,"14-17-325; 23-1-90; 23-3-40, 120, 130; Reg. 73-21",,,"23-5-4, 8; 23-6-16",,,,,"38-6-103; 38-10-101 through 105",,,,,,,,,,,,,"Code of Crim. Proc., Ch. 60",,,,,,,,"53-5-208, 209",,,,,,"20-2053(b), 2054; Reg. 4.10, 11.10-11.30",,,,,,,,,"16.1-299; 19.2-390; Reg. 2.2(3)",,,"10.97.045; 10.98.050, .090",,,,,,,,,,"15-2-24(f), (g)",,"165.83, .84",,"7-19-105, 107; 9-1-625"
,"14.2 Auditing Requirements",,,,,,,,,,"12.62.150(a)(7), (c)",,,"41-2205.A; Reg. 13-1-08E.-G",,,,,,"12-12-210, 1015",,,"Pen. Code 11079; Reg. 702(c), 707(c)",,,,,,,,,,,,,"54-142h(b), (c)",,"11-8506(f), 8607",,,,,,,,943.055,,,,"35-3-33(4), 36(K); Reg. 140-2-.07",,,,"846-6, 13",,,,,"20-2635/21; 20-3930/7(i)",,,,,,,,,,,,,,,,,,,,"692.13, .19(6)",,,"22-4706(f)",,,"17.150(1)(c)",,,,"15:581, 594; Reg. LAC 1-18:7",,,,,,"27-746(5), 748(6); Reg. 12.15.01.16",,,,,,"6-171; Reg. 803 CMR 6.10",,,,,,,"28.245a",,,,"299C.06",,,,,"Reg. CSR 30-4.090",,,,,,,"29-3517",,"179A.080.3",,,"Reg. 5",,,,,,,,,,,,,,,,,,,,,"Reg. NCAC 4F.0800",,,,,,,,,"12-60-16.3 and Administrative Rules",,,,,,,,,,,,,,,,,,,"18-9141, 9161",,"Reg. 10",,,,,"Reg. 73-22E., 28",,,"Reg. 2:02:02:04, 05",,,,,,,,,,,,,,,,,,"Code of Crim. Proc., Ch. 60",,,,,,,,,,,,,,"Reg. 6.30(b)(5)",,,,,,,,,"9-186; Reg. 2.7",,,"10.97.090(3); 10.98.100; Reg. WAC 446-20-260, 310",,,,,,,,,,,,,,"7-19-107(h), 108"
,"14.3 Other Accuracy/Completeness Requirements",,,,,,"41-9-622",,,,"12.62.150(a)(1), (a)(12), .170(a)",,,"Reg. 13-1-02, 04",,,,,,,,,"Pen. Code 13100, 13125, 13127; Reg. 707(c)",,,,,,,,,,"24-72-307",,,"29-12; 54-142h(a); 54-142j",,"11-8512, 8525",,,,,"4-131",,,"943.056; Reg. 11C-4",,,,"35-3-37(c)",,,,"846-4",,"67-2911",,,,,,,,,,,,,,,,,,,"4-1-6-2, 5; 5-2-5-10(a)(1)",,,,"690.4; 692.5, .21",,,"Reg. 10-10-1",,,17.1522,,,,"Reg. LAC 1-18:2",,,,"16-612(3)(B), 616",,"Reg. 12.15.01.08",,,,,,"6-171, 175; 66A-2; Reg. 803 CMR 6.07, 6.08",,,,,,,"764.29; Regs. § 28.5401",,,,"299C.09, .10, .10(2), .10(3); Reg. 6 S.R. 273-276",,,"45-27-7(2)(c)",,,,,,"44-5-213(5), (6); 44-5-215",,,"29-3515, 3517, 3526",,"179A.090, .150",,,"Reg. 4",,,"53:1-13",,,"29-3-1",,,,,"Exec. Law 837-a; CPL 160.30",,,,,,,,,,,,,,,,,,,,,,"109.57(A), .62; 1347.05",,,,,,,,,"181.555(3)",,,,,,,"18-9111, 9114, 9142; Reg. 195.2",,"Act 8, 12(d); Reg. 6, 7",,,"12-1-7, 8",,"20-7-780; Reg. 73-21, 73-22",,,"Reg. 2:02:02:01, 03",,,,,,,,,,,,,,,,,,"Code of Crim. Proc., Ch. 60",,,,,,,,,,,,,,"Reg. 3.20, 4.10, 11.40",,,,,,,,,"9-191; 16.1-299, 299.1, 301; 19.2-389D; Reg. 2.2",,,"10.97.040",,,,,,,,,,,,,,"7-19-104"
15,"Dedication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35-3-33(13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Civil Remedies",,,,,,,,,,"12.62.200",,,"39-121.02; Reg. 13-1-05C",,,,,,,,,"Civ. Code 1798.53; Lab. Code 432.7",,,,,,,,,,"24-72-305; 30-10-101",,,"4-197",,"11-1448A, 8514, 8523; 29-10005",,,,,"1-1527",,,119.02,,,,"35-3-39",,,,,,,,,"20-2635/1 et seq.",,,,,,,,,,,,,,,,,,,,"692.2(3), .6",,,"22-4707",,,"17.157; 61.882",,,,"""15:596""",,,,"25-1550",,"27-753; Reg. 12.15.01.10",,,,,,"6-168, 177; Reg. 803 CMR 5.06, 6.08(4)",,,,,,,,,,,"13.08; 299C.21",,,,,,,,,"44-2-205; 44-5-112",,,"29-3528; 84-712.03, .07",,"179A.230",,,,,,"47:1A-4; 53:1-20",,,"14-2-12",,,,,"Exec. Law 837-b(3).; Corr. Law 755",,,,,,,,,,"Reg. NCAC 4G.0201",,,,,,,,,,,,"149.99; 1347.10",,,,,,,,,192.49,,,,,,,"18-9181, 9183",,,,,"12-1-12; 12-1.3-4",,"23-1-90; 30-4-100",,,"Reg. 2:02:04:03",,,,,,,,,,,,,,,,,,,,,,,,,,"63-2-88",,,,,,"1-319, 320; Reg. 7.50, 13.10-13.22",,,,,,,,,"2.1-346.1; 9-194",,,"10.97.050(8), .110; 42.17.390; 43.43.834(7); Reg. WAC 446-20-300",,,,,,,,,,,,19.37,,
17,"Criminal Penalties",,,,,,"32-2-63; 36-12-42; 41-9-600",,,,,,,"41-1750Y",,,,,,"12-12-212, 1002",,,"Pen. Code 502, 11125, 11141, 11142, 11143, 13302, 13303, 13304; Lab. Code 432.7; Gov. Code 6200, 6201",,,,,,,,,,"24-72-309",,,"29-17; 54-142k(e)",,"11-1448A, 8514, 8523, 8562",,,,,,,,"119.02, .10",,,,"35-3-38",,,,"846-16",,,,,"20-2630/7; 20-2635/1 et seq.",,,,,,,,,,,,,,,,"5-2-4-7; 5-2-5-5(b)",,,,"692.5, .7",,,"22-4707, 4710",,,17.157,,,,"15:596; 44:9D; Reg. LAC 1-18:1",,,,"16-619",,"27-739; State Gov^t Code § 10-627",,,,,,"6-178",,,,,,,"28.243a, .246",,,,"13.09; 364.10",,,"25-53-59; 45-27-13",,"109.180; 610.115",,,,,,,"29-3527",,"179A.240, .300; 239.010",,,"106-B:14; 651:5.X",,,"2C:52-30; 53:1-20",,,"32A-2-32; 32A-3B-22",,,,,,,,,,,,,,,"14-454",,,,,,,,,"12-60-16.10",,,"1347.99; 2953.35",,,,"21-461; 841.4",,,,,,,,,,,,"61-2176",,"Act 20",,,,,"23-1-90; 30-4-100",,,"23-5-4; 23-6-4, 5, 6, 7, 9, 10, 11, 12, 16",,,,,"10-7-505; 37-1-409(b), (c); 40-15-106(c); 40-32-101(c); 62-26-230",,,,,,,,,,,,,"Gov't Code 411.085",,,,,,,,"53-5-214(9); 77-18-9",,,,,,"20-2054(b)",,,,,,,,,"9-195; 19.2-392.4.C; 52-8.3",,,"10.97.120; 43.43.810, .856",,,,,,,,,,"15-2-24(j); 29B-1-5",,"946.72(1)",,
18,"Public Records",,,,,,"36-12-40",,,,"09.25.110, .120",,,"39-121.01",,,,,,"25-19-103, 1005",,,"Gov. Code 6251 et seq.",,,,,,,,,,"24-72-301, 303; 30-10-101",,,"1-15, 19",,"29-6412",,,,,"1-1521 et seq.",,,119.01,,,,"50-18-70 et seq.",,,,"92-50",,"9-335 et seq.",,,"5-160/1 et seq.; 20-2635/1 et seq.",,,,,,,,,,,,,,,,"4-1-6-1; 5-14-3-1",,,,"22.7(a); 692.2; Regs. 661-11.12",,,"45-215 et seq.",,,"61.870 et seq.",,,,"44:1 et seq.",,,,"1-401-410",,"State Gov't Code §§ 10-611 et seq.",,,,,,"4-7, cl. 26; 6-172; 66-10; 66A-1 et seq.",,,,,,,750.492,,,,"13.01 et seq.; 13.87",,,"25-53-53; 25-59-19",,"109.180, .190",,,,"2-6-101",,,"29-3520; 84-712 et seq.",,"179A.100; 239.010 et seq.",,,"7-A:1; 91-A:4",,,"47:1A-1",,,"14-3-1 et seq.",,,,,"Pub. Off. Law 87 et seq.",,,,,,,,,,"132-1 et seq.",,,,,,,,,"44-04-18",,,"149.43 et seq.",,,,"51-24A",,,,,181.54,,,,,,,"65-66.1 et seq.",,"32-1781",,,"38-2-1 et seq.",,"30-4-10 et seq.",,,"1-27-1 et seq.",,,,,"10-7-504 et seq.",,,,,,,,,,,,,"TRCS Art. 6252-17a, et seq.",,,,,,,,"63-2-59 et seq.; 78-26-1 et seq.",,,,,,"1-315 et seq.",,,,,"T.3-881",,,,"42.1-76 et seq.",,,"10.97.030; 42.17.250",,,,,,,,,,"29B-1-1",,"19.35(1)",,"16-4-201 through 205"
19,"Separation of Files",,,,,,,,,,,,,,,,,,,"16-90-904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35-3-32; Reg. 140-2-.02",,,,,,,,,,,,,,,,,,,,,,,,,"5-2-4-2",,,,,,,,,,,,,,"Reg. LAC 1-18:9(3)",,,,,,,,,,,,,,,,,,,"15.232; 28.272",,,,"260.161(3)(a)",,,,,610.12,,,,,,,,,"62.350.3",,,,,,,,,"32A-20-1",,,,,"Family Court Act § 306.1(4); Exec. Law § 837(8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18-9106",,,,,,,,,,,,,,,"37-10-207; Regs. 1395-1-1-.09(4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.396,,
20,"Regulation of Intelligence Collection",,,,,,"41-9-639",,,,,,,,,,,,,,,,"Civ. Code 1798.14, .15",,,,,,,,,,,,,,,,,,,,,,,943.08,,,,"35-3-32 (2); Reg. 140-2-.02",,,,,,,,,,,,,,,,,,,,,,,,,"5-2-4-3, 4",,,,"692.8, .9",,,,,,"17.150(2)",,,,,,,,,,,,,,,,,,,,,,,,,,,"13.05, Subd. 4; Reg. 6 S.R. 274",,,"25-53-53, 55",,,,,,"44-5-501 through 515",,,,,"179A.070. 2",,,,,,"53:6-4, 5",,,"29-3-1 et seq.; 32A-20-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.575,,,,,,,"18-9106",,,,,,,,,,"23-5-10, 11",,,,,,,,,,,,,,,,,,,,,,,,,,"53-5-203",,,,,,"20-1954",,,,,,,,,,,,"43.43.854",,,,,,,,,,,,,,"9-1-627"
21,"Regulation of Intelligence Dissemination",,,,,,"41-9-641",,,,,,,,,,,,,,,,"Civ. Code 1798.18, .24",,,,,,,,,,"24-72-305(5)",,,,,,,,,,,,,"119.07, .072; 943.08",,,,"35-3-32 (4); Reg. 140-2-.02",,,,"92E-3(1)(B)",,,,,,,,,,,,,,,,,,,,,"5-2-4-6",,,,"692.8, .9",,,,,,,,,,"Reg. LAC 1-18:9(4)",,,,"16-611(8), 614",,,,,,,,,,,,,,,"15.243; Regs. § 28.5201",,,,"13.05, Subd. 4; Reg. 6 S.R. 271",,,"25-53-53, 55",,610.1,,,,"44-5-103(3)(b), 303, 404(2), 501 through 515",,,,,"179A.120.2, .150.1",,,,,,"53:6-5",,,"29-3-1 et seq.; 32A-15-4",,,,,"Pub. Off. Law 87(2)(e)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18-9106, 9121(d)",,,,,,,,,,"23-5-11",,,,,"10-7-504; 40-15-106(b), (c)(1); 40-32-101(b), (c)(1)",,,,,,,,,,,,,,,,,,,,,"53-5-203, 211, 214",,,,,,"20-1955",,,,,,,,,,,,"42.17.310; 43.43.854, .856",,,,,,,,,,,,,,"9-1-627"
22,"Security",,,,,,"41-9-594, 621(9)",,,,,,,,,,,,,"12-12-1014",,,"Pen. Code 11077(a); Reg. 707, 708",,,,,,,,,,,,,,,,,,,,,,,,,,,"35-3-33(13); Reg. 140-2-.02",,,,,,"Id. APA 11.10.01.024",,,,,,,,,,,,,,,,,,,"5-2-5-10(2); 5-14-3-7",,,,,,,"22-4704",,,,,,,"15:589; Reg. LAC 1-18:8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179A.080.1",,,,,,,,,,,,,,"Exec. Law 837 (amended); Pub. Off. Law § 87",,,,,,,,,,"114-10(2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gen. Reg. 195.6",,"Act 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7-19-105"
,"22.1 Physical (Building) Security",,,,,,"Reg. 005",,,,"12.62.150(a)(3)",,,,,,,,,,,,"Reg. 707(a)",,,,,,,,,,,,,"54-142i",,"11-8505, 8521",,,,,,,,"119.031; 943.08",,,,"Reg. 140-2-.08",,,,"846-7",,,,,"20-2635/21",,,,,,,,,,,,,,,,"4-1-6-2",,,,,,,"Reg. 10-11-1",,,,,,,"Reg. LAC 1-18:8",,,,"25-2904",,"Reg. 12.15.01.15",,,,,,"6-171",,,,,,,"Regs. § 28.5318",,,,"299C.48(a)",,,,,"Reg. CSR 30-4.090",,,,"44-5-401, 404",,,"29-3518",,"179A.080.1",,,"Reg. 1",,,"S.O.P. B-33, B-34, B-35",,,,,,,,,,,,,,,,,,,,,,,,,,,"12-60-16.3 and Administrative Rules",,,1347.05,,,,,,,,,"Reg. 257-10-025",,,,,,,"18-9131",,"Reg. 14, 16",,,,,"Reg. 73-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reg. 7.30",,,,,,,,,"9-191; Reg. 3.1",,,"10.97.090; Reg. WAC 446-20-210, 220",,,,,,,,,,,,,,
,"22.2 Administrative Security",,,,,,"Reg. 004",,,,"12.62.150(a)(4), (5)",,,,,,,,,,,,,,,,,,,,,,,,,"54-142i",,"11-8505, 8605, 8608",,,,,,,,943.08,,,,"Reg. 140-2-.09",,,,"846-7",,,,,"20-2635/21",,,,,,,,,,,,,,,,,,,,,,,"Reg. 10-11-1",,,,,,,"Reg. LAC 1-18:8",,,,"16-614(1)(F); 25-1541(4)",,"Reg. 12.15.01.15",,,,,,"6-171; 66A-2; Reg. 803 CMR 7.06",,,,,,,"Regs. § 28.5318",,,,"13.05, Subd. 5",,,"45-27-7(1)(f)",,"Reg. CSR 30-4.090",,,,"44-5-403, 405",,,"29-3518",,"179A.080.2",,,"Reg. 2",,,"S.O.P. B-33, B-34, B-35",,,,,,,,,,,,,,,,,,"Reg. NCAC 4F.0101",,,,,,,,,"12-60-16.3 and Administrative Rules",,,1347.05,,,,,,,,,"Reg. 257-10-025",,,,,,,"18-9131",,"Reg. 14, 17",,,,,"Reg. 73-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53-5-214(3)(6)",,,,,,"Reg. 6.70, 7.20",,,,,,,,,,,,"10.97.090; Reg. WAC 446-20 through 230, 270, 300",,,,,,,,,,,,,,"9-1-627"
